iter	RMSE
244	0.009602488388
245	0.009550213344
246	0.009524338207
247	0.009487928111
248	0.009458845901
249	0.00942361477
250	0.009387541678
251	0.009364482922
252	0.009331171702
253	0.009296135288
254	0.009260803235
255	0.009245509579
256	0.009197933944
257	0.009165627438
258	0.009136333473
259	0.009101779188
260	0.009055039115
261	0.008995935938
262	0.008959444045
263	0.008919177186
264	0.008892237877
265	0.008867185692
266	0.008813986866
267	0.008771326268
268	0.008748690391
269	0.008719119211
270	0.008703223194
271	0.008665335237
272	0.008628968333
273	0.008590054414
274	0.008571820516
275	0.00854192668
276	0.008520722156
277	0.008495398751
278	0.008471122557
279	0.008429856459
280	0.008399809299
281	0.008376633471
282	0.008336262093
283	0.0083031006
284	0.00828163165
285	0.008248883493
286	0.008216311791
287	0.008194277015
288	0.008182392548
289	0.008149810375
290	0.008119663719
291	0.008092391341
292	0.008078757828
293	0.008046179796
294	0.008028920462
295	0.008014779795
296	0.007991077769
297	0.007973413959
298	0.007951262884
299	0.007912051834
300	0.007894373817
301	0.007879677096
302	0.007857806591
303	0.007807498458
304	0.007788617738
305	0.00777354043
306	0.007749183894
307	0.007721720588
308	0.007689853544
309	0.007648175282
310	0.007619959581
311	0.007584673375
312	0.007549415871
313	0.00752856144
314	0.00750963916
315	0.007479814393
316	0.007459532712
317	0.007442299299
318	0.007423050307
319	0.007406699479
320	0.007384728184
321	0.007367475092
322	0.007357912924
323	0.007340030028
324	0.007323727294
325	0.007277209694
326	0.00725617999
327	0.007238259403
328	0.007215983887
329	0.007188026004
330	0.007168204628
331	0.007137255248
332	0.007103025092
333	0.007080475764
334	0.007059933072
335	0.007041383462
336	0.00702258077
337	0.007008067146
338	0.006986649308
339	0.006967743693
340	0.006945488793
341	0.006920691128
342	0.006901377565
343	0.006882144255
344	0.00687025182
345	0.006850265631
346	0.006831433597
347	0.006816645892
348	0.006793161636
349	0.006776541158
350	0.0067569632
351	0.00672943864
352	0.006709078841
353	0.006698572768
354	0.006681910346
355	0.006659505778
356	0.00663394715
357	0.006622511159
358	0.006606129458
359	0.006587296564
360	0.006570374418
361	0.006554075853
362	0.006538452721
363	0.006525057371
364	0.00650970793
365	0.006489705315
366	0.006468467767
367	0.006446690873
368	0.006432091739
369	0.006412285658
370	0.00640499147
371	0.006383288452
372	0.006372435567
373	0.006357109416
374	0.006341313117
375	0.006331679
376	0.00631115632
377	0.00629011475
378	0.006274977142
379	0.006248917514
380	0.006228332182
381	0.006189716435
382	0.006172052897
383	0.006150024629
384	0.006136082396
385	0.006121865613
386	0.006102382958
387	0.006093719829
388	0.00606935224
389	0.00606046924
390	0.006035717984
391	0.006024841125
392	0.006015591369
393	0.006004625535
394	0.005982382297
395	0.005961302926
396	0.00594416787
397	0.005927039473
398	0.005908793262
399	0.005894219445
400	0.005874150426
401	0.005857215396
402	0.005844908352
403	0.005837756106
404	0.005825962164
405	0.005810254024
406	0.005794862523
407	0.005775046855
408	0.005754113912
409	0.005732955422
410	0.005709799543
411	0.005700205717
412	0.005686024381
413	0.005670676611
414	0.005658278694
415	0.005645806453
416	0.005627775898
417	0.005610686584
418	0.005597679266
419	0.005582660352
420	0.005565952317
421	0.005548353363
422	0.005538395374
423	0.005528910582
424	0.005513105397
425	0.005505238832
426	0.005498182928
427	0.005476723225
428	0.005468212191
429	0.005451539627
430	0.005432346605
431	0.005421246125
432	0.005407196974
433	0.005403142056
434	0.005382029196
435	0.00536852585
436	0.005358459362
437	0.005351607688
438	0.005340446042
439	0.005324274434
440	0.005318528485
441	0.005306741159
442	0.005297547989
443	0.005285866758
444	0.00528027186
445	0.005262205166
446	0.005246238149
447	0.005234571283
448	0.00522664849
449	0.005209546113
450	0.005188000901
451	0.005180614435
452	0.005167326622
453	0.005149213607
454	0.005141325646
455	0.005126075842
456	0.005122215023
457	0.005107335877
458	0.005097735783
459	0.00508635501
460	0.005071690946
461	0.005057330645
462	0.005047646675
463	0.005039419602
464	0.005030677628
465	0.005015342585
466	0.005003123915
467	0.004996976843
468	0.00498423007
469	0.004976414847
470	0.00496662913
471	0.004953659189
472	0.004942791144
473	0.004935505663
474	0.004928416227
475	0.00491320361
476	0.00490311823
477	0.004895240411
478	0.004887739215
479	0.004877884833
480	0.00486284802
481	0.004859923531
482	0.004851670925
483	0.004835840227
484	0.004830356518
485	0.004824931314
486	0.004813844129
487	0.004798434818
488	0.004785245176
489	0.004772380117
490	0.004767381851
491	0.004759560224
492	0.004748664297
493	0.004735722118
494	0.00472345886
495	0.004711876169
496	0.004699526128
497	0.00468814085
498	0.004678114726
499	0.004664801556
